"PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
2833094,16073137,99,"2016-04-21T13:00:00","2300 Block BRIGHTON RD PITTSBURGH, PA 15212","N","Marshall-Shadeland","1",NA,"9999 (Misc. Crime)",2704,6,1,-80.02383854,40.46472734
2995741,18084356,99,"2018-05-06T13:00:00","100 Block Mayflower ST Pittsburgh, PA 15206","N","Larimer","5",NA,"9122 Miscellaneous Fire Vehicle Investigation to Continue",1208,9,2,-79.91609347,40.46429474
2906617,17067235,6,"2017-04-14T16:00:00","Benton AV & Brighton RD Pittsburgh, PA 15212","Y","Brighton Heights","1","THEFT FROM AUTO","3934 Theft from Vehicle",2701,1,1,-80.0358197359026,40.4843115489006
2123512,5186656,16,"2005-09-21T01:17:00","GIST ST & FORBES AV PITTSBURGH, PA ","Y","Homewood North","2","PROSTITUTION RELATED OFFENSES","5902(a)(1) Prostitution ",102,6,3,-79.97950869,40.43741675
2812136,16030357,14,"2016-02-17T12:00:00","Centre AV & Penn AV Pittsburgh, PA 15206","N","East Liberty","5","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1115,8,2,-79.92272297,40.46065584
3044658,18235964,23,"2018-12-01T01:04:00","Noblestown RD & Poplar ST Pittsburgh, PA 15205","Y","Westwood","6","PUBLIC DRUNKENESS","5505 Public Drunkenness",2811,NA,NA,-80.0537766258848,40.4279463861402
2876699,16225843,21,"2016-12-03T04:30:00","West Liberty AV & Hargrove ST Pittsburgh, PA 15226","Y","Mount Washington","3","DRIVING UNDER INFLUENCE","3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",1915,4,4,-80.01011991,40.41291213
2817290,16042667,10,"2016-03-09T13:02:00","7200 Block Verona BL Pittsburgh, PA 15206","Y","Lincoln-Lemington-Belmar","5","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",1202,9,2,-79.88912031,40.47234529
2880348,16236266,26,"2016-12-20T08:00:00","Zone 1","Y","","1","MEGANS LAW VIOLATION","4915 Failure to Comply with Megans Law",NA,NA,NA,NA,NA
2924984,17121470,10,"2017-06-30T19:20:00","Virginia AV Pittsburgh, PA 15211","Y","Mount Washington","3","RECKLESSLY ENDANGER ANOTH PER","2705 Recklessy Endangering Another Person. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 3733 Fleeing or Attempting to Elude Police Officer",1914,2,5,-80.0226953253277,40.4329392047814
2852190,16155463,6,"2016-08-19T13:00:00","600 Block Penn AV Pittsburgh, PA 15222","N","Golden Triangle/Civic Arena","2","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",201,6,6,-80.00178951,40.44258495
2090543,5046219,6,"2005-03-24T22:30:00","EWART DR & CENTRE AV PITTSBURGH, PA ","N","Upper Hill","2","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",506,6,3,-79.96157469,40.44874
3033857,18209627,99,"2018-10-15T03:15:00","7200 Block Upland ST Pittsburgh, PA 15206","Y","Homewood North","5",NA,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1301,9,2,-79.89455996,40.46177552
2972134,18014777,99,"2018-01-23T21:00:00","1500 Block Ballinger ST Pittsburgh, PA 15210","N","Brookline","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",3206,4,5,-80.00292044,40.4014822
3001814,18101139,99,"2018-05-25T14:45:00","2000 Block BEDFORD AV PITTSBURGH, PA 15219","N","Bedford Dwellings","2",NA,"9999 Miscellaneous Report (No Crime)",509,NA,NA,0,0
2133378,5224219,10,"2005-11-11T17:39:00","200 Block W WOODFORD AV PITTSBURGH, PA ","Y","Carrick","3","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 2711 Domestic Violence",2902,4,4,-79.98290553,40.39288182
2087501,5033808,18,"2005-03-05T15:41:00","ROXANNA WY PITTSBURGH, PA ","Y","Highland Park","5","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance",1102,NA,NA,0,0
2095069,5066171,5,"2005-04-20T03:30:00","300 Block ECKSTEIN PL PITTSBURGH, PA 15213","N","Homewood South","2","BURGLARY/NO FORCE/RES","3502 Burglary.",504,6,3,-79.96990441,40.44159867
2933109,17146211,6,"2017-08-03T19:15:00","50 Block 11th ST Pittsburgh, PA 15219","N","Crawford-Roberts","2","THEFT/PICK POCKET","3921 Theft by Unlawful Taking or Disposition.",305,3,4,-79.9876722276364,40.428959529577
2109706,5128701,10,"2005-07-09T21:20:00","7700 Block KELLY ST PITTSBURGH, PA ","Y","Homewood South","5","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",1304,9,2,-79.88849766,40.45342325
2912728,17074590,6,"2017-04-25T07:30:00","6900 Block Apple AV Pittsburgh, PA 15206","N","Lincoln-Lemington-Belmar","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1203,9,2,-79.9003104557289,40.4650936839237
3092904,19140444,99,"2019-07-16T23:55:00","100 Block 43rd ST Pittsburgh, PA 15201","Y","Central Lawrenceville","2",NA,"9497 Aided Case",901,7,2,-79.9639234994252,40.4728743674429
2868103,16202002,99,"2016-10-26T11:30:00","600 Block Commonwealth PL Pittsburgh, PA 15222","N","Central Business District","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",201,6,6,-80.0064055,40.44173292
3051934,19004204,99,"2019-01-07T13:40:00","Jackson ST & Portland ST Pittsburgh, PA 15206","N","Highland Park","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1102,7,2,-79.9251500254386,40.4726435394505
2826298,16074032,6,"2016-04-23T15:51:00","6400 Block Penn AV Pittsburgh, PA 15206","Y","Larimer","5","THEFT FROM BUILDING","3922 Theft by Deception. / 3925 Receiving Stolen Property. / 4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",1208,9,2,-79.91742251,40.45756157
2083520,5019627,14,"2005-02-06T10:00:00","1600 Block BEECHWOOD BL PITTSBURGH, PA ","N","Squirrel Hill North","4","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1403,5,3,-79.91704635,40.44044032
3049435,18253955,24,"2018-12-27T19:00:00","200 Block Climax ST Pittsburgh, PA 15210","Y","Beltzhoover","3","HARRASSMENT BY COMUN/ADDRESS","9999 Miscellaneous Report (No Crime)",1809,3,5,-80.0043234390636,40.4194272367416
2812451,16032741,99,"2016-02-22T17:15:00","E Carson ST & S 6th ST Pittsburgh, PA 15203","N","South Side Flats","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1702,3,4,-79.99359135,40.42858113
3070828,19064950,7,"2019-04-09T05:05:00","600 Block Frayne ST Pittsburgh, PA 15207","N","Hazelwood","4","MOTOR VEH THEFT/TRUCK-BUS","3934 Theft from Vehicle / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",1515,5,3,-79.9357677397677,40.4174617510744
2866593,16198195,6,"2016-10-20T00:01:00","2200 Block Wilner DR Pittsburgh, PA 15221","N","Homewood North","5","THEFT/PROP-LOST/MISLAID/DEL","2706 Terroristic Threats. / 3922 Theft by Deception. / 3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4101 Forgery. / 4106 Access Device Fraud / 4120 Identity Theft / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1301,9,2,-79.86682966,40.45338758
3025131,18175388,99,"2018-09-07T23:15:00","5th AV & Morewood AV Pittsburgh, PA 15232","N","Shadyside","4",NA,"9999 Miscellaneous Report (No Crime)",709,8,2,-79.94245575,40.44742224
3051891,19004098,99,"2019-01-07T11:00:00","700 Block Larimer AV Pittsburgh, PA 15206","N","Larimer","5",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1204,9,2,-79.9111940463132,40.4665883726345
2983540,18042443,6,"2018-03-06T08:00:00","Shady AV & 5th AV Pittsburgh, PA 15206","N","Shadyside","4","MOTOR THEFT (AUTO)-PLATE ONLY","3921 Theft by Unlawful Taking or Disposition.",706,8,3,-79.92071256,40.45289411
2984616,18052287,99,"2018-03-21T06:54:00","W Carson ST & Homesteaad RAMP Pittsburgh, PA 15217","N","Squirrel Hill North","4",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1403,NA,NA,0,0
2908392,17071960,10,"2017-04-21T13:39:00","200 Block S Negley AV Pittsburgh, PA 15206","Y","East Liberty","5","SIMPLE ASSAULT/NO INJURY","2702 Aggravated Assault.",1115,9,2,-79.9301223565353,40.4645638945659
2881385,16236444,14,"2016-12-24T11:53:00","300 Block Atwood ST Pittsburgh, PA 15213","N","Central Oakland","4","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",405,3,3,-79.95594514,40.43951759
2820767,16057551,6,"2016-03-31T13:10:00","700 Block S Braddock AV Pittsburgh, PA 15221","N","Regent Square","4","THEFT M.V. PARTS,ACCESSORIES","3745 Accidents Involving Damage to Unattended Veh.or Prop.",1410,NA,NA,-79.83446229,40.39895684
2927208,17129174,6,"2017-07-11T11:41:00","2400 Block Perrysville AV Pittsburgh, PA 15214","Y","Perry South","1","THEFT FROM AUTO","2709(a) Harassment. / 3934 Theft from Vehicle",2614,6,1,-80.0098167263474,40.4676164595754
2905003,17060323,6,"2017-04-04T11:00:00","300 Block 6th AV Pittsburgh, PA 15222","N","Central Business District","2","THEFT/PROP-LOST/MISLAID/DEL","3921 Theft by Unlawful Taking or Disposition.",201,6,6,-79.9994517535611,40.4416507426504
3000736,18101424,99,"2018-05-29T17:05:00","Greenbush ST & Boggs AV Pittsburgh, PA 15211","N","Mount Washington","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1914,2,5,-80.00757394,40.42632945
3006288,18121333,6,"2018-06-24T17:00:00","1900 Block Murray AV Pittsburgh, PA 15217","N","Squirrel Hill South","4","THEFT FROM BUILDING","3921 Theft by Unlawful Taking or Disposition.",1413,5,3,-79.92306795,40.43587963
3036452,18206147,6,"2018-10-17T19:15:00","Smithfield ST Pittsburgh, PA 15222","N","Central Business District","2","THEFT/ALL OTHERS","2701 Simple Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",201,NA,NA,0,0
3080303,19094880,6,"2019-05-18T16:30:00","W North AV & Fontella ST Pittsburgh, PA 15233","N","Manchester","1","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",2107,6,1,-80.0222854335448,40.4528548126014
3061999,18256332,10,"2018-12-31T20:07:00","400 Block East Ohio ST Pittsburgh, PA 15212","N","East Allegheny","1","SIMPLE ASSAULT/INJURY","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2304,1,1,-80.0015589134548,40.4534470594397
2895452,17034440,99,"2017-02-24T15:25:00","600 Block 1st AV Pittsburgh, PA 15219","Y","Central Business District","2",NA,"9501 Bench Warrant",201,6,6,-79.9963009852286,40.4346965877756
2843654,16124578,23,"2016-07-05T02:30:00","200 Block Dawn AV Pittsburgh, PA 15216","Y","Beechview","6","PUBLIC DRUNKENESS","5503 Disorderly Conduct. / 5505 Public Drunkenness / 9498 302 (Mental)",1916,4,5,-80.01088064,40.41344545
2141283,5253338,99,"2005-12-29T10:03:00","5700 Block E LIBERTY BL PITTSBURGH, PA ","N","Allentown","5",NA,"9999 Miscellaneous Report (No Crime)",1110,9,2,-79.92535127,40.46670364
2864995,16191537,7,"2016-10-10T07:30:00","100 Block 36th ST Pittsburgh, PA 15201","N","Lower Lawrenceville","2","MOTOR VEH THEFT/TRUCK-BUS","3304 Criminal Mischief. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item",603,7,2,-79.9679396,40.46640564
2944677,17184659,14,"2017-09-25T13:00:00","2300 Block Vodeli ST Pittsburgh, PA 15216","N","Beechview","6","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1920,4,5,-80.0282983201072,40.4025834545412
3026868,18181951,6,"2018-09-16T11:22:00","400 Block N Mathilda ST Pittsburgh, PA 15224","N","Garfield","5","THEFT FROM AUTO","3934 Theft from Vehicle",1017,9,2,-79.94576823,40.46777397
2847084,16138111,6,"2016-07-25T19:00:00","2000 Block Wharton ST Pittsburgh, PA 15203","N","South Side Flats","3","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1702,3,4,-79.97681333,40.43002082
2103396,5101053,3,"2005-06-06T20:00:00","HOMESTEAD GRAYS BRDG PITTSBURGH, PA ","N","Point Breeze North","4","ROBBERY/PURSE SNATCH/STRONGARM","3701 Robbery.",1503,NA,NA,0,0
2127646,5202208,6,"2005-10-11T06:30:00","2300 Block OSGOOD ST PITTSBURGH, PA ","N","Homewood North","1","THEFT/ALL OTHERS","901 Criminal Attempt / 3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition. / 3934 Theft from Vehicle",2604,6,1,-80.00714677,40.46649706
2962237,17233150,11,"2017-12-03T16:26:00","1100 Block Brownsville RD Pittsburgh, PA 15210","N","Carrick","3","CREDIT CARDS","4106 Access Device Fraud",2901,4,4,-79.990899233621,40.4049393618559
3060626,19031156,11,"2019-02-16T22:00:00","200 Block Station Square DR Pittsburgh, PA 15219","N","South Shore","3","THEFT OF SERVICES","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",1921,2,5,-80.0054855423423,40.4340115904025
2079134,5005660,18,"2005-01-11T16:27:00","MANHATTAN ST & LAKE ST PITTSBURGH, PA ","Y","Golden Triangle/Civic Arena","1","OPIUM/COCAINE/DERV-POSSESS","13(a)(16) Possession of Controlled Substance",2101,6,1,-80.02737239,40.45725062
2940404,17168226,99,"2017-09-02T16:15:00","1000 Block Vinial ST Pittsburgh, PA 15212","Y","East Allegheny","1",NA,"9998 Overdose Other",2304,1,1,-79.9926632437203,40.4574778507844
2860537,16177261,14,"2016-09-19T08:57:00","1000 Block Beaver AV Pittsburgh, PA 15233","N","East Allegheny","1","CRIMINAL MISCHIEF","3304 Criminal Mischief.",2304,6,1,-80.02847263,40.45139985
2825769,16071965,11,"2016-04-19T15:00:00","1700 Block Forbes AV Pittsburgh, PA 15219","N","Bluff","2","CREDIT CARDS","4106 Access Device Fraud",103,6,3,-79.98250821,40.43739151
2862256,16184711,7,"2016-09-30T07:00:00","1700 Block Riverside AV Pittsburgh, PA 15219","N","South Shore","3","MTR VEH THEFT (AUTO)","3503 Criminal Trespass / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",1921,2,5,-80.02519214,40.44341707
3013314,18136152,14,"2018-07-01T16:00:00","2800 Block Castlegate AV Pittsburgh, PA 15226","N","Brookline","6","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1918,4,5,-80.02459679,40.3923988
2096936,5072817,6,"2005-04-30T22:15:00","100 Block 6TH ST PITTSBURGH, PA ","N","Golden Triangle/Civic Arena","2","THEFT FROM BUILDING","3921 Theft by Unlawful Taking or Disposition.",201,6,6,-80.00263013,40.44399023
2941226,17170231,99,"2017-09-05T09:52:00","4800 Block Penn AV Pittsburgh, PA 15224","Y","Bloomfield","5",NA,"9496 Dead on Arrival (DOA)",809,7,2,-79.9462488579106,40.4652053730075
3052213,19005524,99,"2019-01-09T09:30:00","Baldwin RD Pittsburgh, PA 15207","N","Hays","4",NA,"9999 Miscellaneous Report (No Crime)",3101,NA,NA,0,0
2813313,16035402,99,"2016-02-26T17:55:00","900 Block Freeport RD Pittsburgh, PA 15238","N","Lincoln-Lemington-Belmar","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1201,9,2,-79.89431722,40.48808181
3018015,18153542,99,"2018-08-10T13:45:00","Elwood ST & S Highland AV Pittsburgh, PA 15232","N","Shadyside","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",705,8,2,-79.92532865,40.45499898
3024176,18173228,99,"2018-09-05T09:28:00","100 Block Watson BL Pittsburgh, PA 15214","Y","Perry North","1",NA,"9999 Miscellaneous Report (No Crime)",2607,1,1,-80.01013226,40.480318
2954949,17212327,6,"2017-11-02T18:52:00","400 Block East Ohio ST Pittsburgh, PA 15212","N","East Allegheny","1","RETAIL THEFT (SHOPLIFTING)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2304,1,1,-80.0015332433781,40.453470511792
2137787,5238704,6,"2005-12-04T01:00:00","2200 Block LIBERTY AV PITTSBURGH, PA ","N","Squirrel Hill South","2","THEFT FROM AUTO","3304 Criminal Mischief. / 3934 Theft from Vehicle",202,7,6,-79.9820364,40.45166989
2084643,5023747,26,"2005-02-15T23:27:00","1200 Block GALLUPE DR PITTSBURGH, PA ","N","Homewood South","3","PROTECTIVE ORDERS","4954 Protective Orders.",3203,4,4,-80.01128974,40.39525441
3032885,18205169,99,"2018-07-21T00:01:00","70 Block Haberman AV Pittsburgh, PA 15211","Y","Mount Washington","3",NA,"9999 Miscellaneous Report (No Crime)",1807,3,5,-80.00273392,40.42409979
2098175,5078804,9,"2005-05-09T14:22:00","MANAHATTAN & FRANKLIN PITTSBURGH, PA ","Y","Lincoln-Lemington-Belmar","1","TAMPER WITH/FAB PHYS EVIDENCE","4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 5123 Contraband. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(31) Marijuana: Possession Small Amount",2103,6,1,-80.02692976,40.45587884
3098470,19158543,6,"2019-08-10T12:00:00","1200 Block Resaca PL Pittsburgh, PA 15212","N","Central North Side","1","THEFT FROM AUTO","3934 Theft from Vehicle",2206,1,1,-80.0116235769378,40.455193230954
2942104,17174122,13,"2017-09-10T22:56:00","HARMAR HARMAR, PA ","Y","Outside City","OSC","RECEIVING STOLEN PROPERTY","3925 Receiving Stolen Property. / 3928 Unauthorized Use of Automobile and Other Vehicles. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",5599,NA,NA,0,0
3031784,18199219,99,"2018-10-08T15:10:00","800 Block Cedar AV Pittsburgh, PA 15212","Y","East Allegheny","1",NA,"9489 Found Property",2304,1,1,-80.00178239,40.45426341
2991402,18075106,24,"2018-04-23T10:17:00","West Liberty AV & Saw Mill Run Blvd RAMP Pittsburgh, PA 15226","Y","Bon Air","3","DISORDERLY CONDUCT","5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 602.04(b)(1)(a) Panhandling-Hindrance to traffic: Intentionally block, obstruct, or interfere with Orderly flow of vehicles or pedestrians",1806,3,5,-80.00970195,40.41409207
2984815,18052539,99,"2018-03-20T19:00:00","600 Block Johnston AV Pittsburgh, PA 15207","N","Glen Hazel","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1504,5,3,-79.93493858,40.40482294
3070304,19064768,10,"2019-04-08T22:00:00","700 Block E Warrington AV Pittsburgh, PA 15210","N","Allentown","3","TERRORISTIC THREATS","2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",1803,3,5,-79.9954887053187,40.4215189803883
3072904,19074623,4,"2019-04-22T01:39:00","1400 Block Locust  (Mercy Hospital  #ER 5) ST Pittsburgh, PA 15219","N","Middle Hill","2","AGG ASSAULT/GUN/INJURY","2702 Aggravated Assault.",501,NA,NA,0,0
2914416,17089735,99,"2017-05-17T07:52:00","Davison ST & Fisk ST Pittsburgh, PA 15201","N","Central Lawrenceville","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",902,7,2,-79.9601449184807,40.4681784318317
2886934,17010379,99,"2017-01-17T17:15:00","Penn AV & 40th ST Pittsburgh, PA 15201","N","Lower Lawrenceville","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",603,7,2,-79.9579615567763,40.4651825629368
2832531,16087427,99,"2016-05-13T02:50:00","Zone 2","N","","2",NA,"3126 Indecent Assault.",NA,NA,NA,NA,NA
3049156,18252855,99,"2018-12-25T20:39:00","1600 Block Skyline DR Pittsburgh, PA 15227","Y","Outside City","OSC",NA,"9094 Recovered Stolen Vehicle (OUTSIDE CITY)",5599,NA,NA,-79.9670263292938,40.36571609345
3022129,18169445,11,"2018-08-31T10:40:00","3100 Block West Liberty AV Pittsburgh, PA 15216","N","Brookline","6","BAD CHECKS","4105(a)(1) Bad Checks",1917,NA,NA,-80.03905542,40.39150431
3053409,19011490,99,"2019-01-15T00:05:00","Zone 5","N","","5",NA,"3126 Indecent Assault.",NA,NA,NA,NA,NA
3041759,18227719,6,"2018-11-17T23:00:00","5500 Block Covode ST Pittsburgh, PA 15217","N","Squirrel Hill South","4","THEFT FROM AUTO","3921 Theft by Unlawful Taking or Disposition.",1413,5,3,-79.93028553,40.43130859
3057149,19020442,10,"2019-02-01T09:40:00","2700 Block Glen Mawr ST Pittsburgh, PA 15204","N","Sheraden","6","TERRORISTIC THREATS","3304 Criminal Mischief.",2018,2,5,-80.0492559577887,40.4532999321777
2929559,17138892,10,"2017-07-24T19:44:00","2100 Block Rhine ST Pittsburgh, PA 15212","Y","Spring Hill-City View","1","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",2620,1,1,-79.9936768740834,40.4666167568299
2085986,5027666,99,"2005-02-23T19:25:00","300 Block MERIDETH ST PITTSBURGH, PA 15210","Y","Highland Park","3",NA,"9498 302 (Mental)",2903,4,4,-79.98299117,40.39776181
2978689,18033966,18,"2018-02-21T19:54:00","Negley Run BL & Washington BL Pittsburgh, PA 15206","Y","Highland Park","5","MARIJUANA-POSSESS","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(31) Marijuana: Possession Small Amount",1106,9,2,-79.9086178,40.47034576
