"","PK","CCR","HIERARCHY","INCIDENTTIME","INCIDENTLOCATION","CLEAREDFLAG","INCIDENTNEIGHBORHOOD","INCIDENTZONE","INCIDENTHIERARCHYDESC","OFFENSES","INCIDENTTRACT","COUNCIL_DISTRICT","PUBLIC_WORKS_DIVISION","X","Y"
"8706",2812884,16033171,6,"2016-02-21T16:00:00","200 Block S Mathilda ST Pittsburgh, PA 15224","N","Bloomfield","5","THEFT FROM AUTO","3934 Theft from Vehicle",809,7,2,-79.94679158,40.46502427
"8707",2852404,16156115,6,"2016-08-20T12:05:00","2000 Block Wharton ST Pittsburgh, PA 15203","N","South Side Flats","3","RETAIL THEFT (SHOPLIFTING)","3929 Retail Theft.",1702,3,4,-79.97681333,40.43002082
"8708",3079677,19098077,99,"2019-05-22T12:00:00","Louisa ST & Meyran AV Pittsburgh, PA 15213","N","Central Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",405,3,3,-79.9566019770512,40.4391962158809
"8709",3044966,18237584,7,"2018-12-03T07:00:00","B ST & Lysle ST Pittsburgh, PA 15212","N","California-Kirkbride","1","MTR VEH THEFT (AUTO)","3921 Theft by Unlawful Taking or Disposition.",2507,6,1,-80.0202763573725,40.4594569863203
"8710",2904265,17058825,10,"2017-04-02T00:30:00","700 Block Johnston AV Pittsburgh, PA 15207","N","Glen Hazel","4","SIMPLE ASSAULT/NO INJURY","2701 Simple Assault.",1504,5,3,-79.9334110064229,40.4057884385313
"8711",3050327,18245041,10,"2018-12-13T22:16:00","200 Block Minooka ST Pittsburgh, PA 15210","Y","Carrick","3","SIMPLE ASSAULT/INJURY","2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2901,4,3,-79.9940621396707,40.4032550576732
"8712",2937368,17163871,7,"2017-08-28T00:18:00","Blackberry WY & 49th ST Pittsburgh, PA 15201","N","Central Lawrenceville","2","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",901,7,2,-79.9573442136427,40.4772952691925
"8713",2951420,17205169,99,"2017-10-23T16:39:00","2000 Block Penn AV Pittsburgh, PA 15222","N","Strip District","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",203,7,6,-79.9835782464872,40.4509763592085
"8714",2968504,18004223,99,"2018-01-07T21:26:00","1600 Block Nobles LANE Pittsburgh, PA 15210","N","Carrick","3",NA,"9123 Miscellaneous Fire Other Investigation to Continue",2901,4,3,-79.99780791,40.39723799
"8715",2841659,16119973,26,"2016-06-26T21:00:00","900 Block Brintell ST Pittsburgh, PA 15201","Y","Stanton Heights","5","CRUELTY TO ANIMALS","633.02(a) Dog License Required; 3 Months or Older / 633.05 Rabies Vaccination / 633.09(a) Harboring a Nuisance; Any animal to create offensive odor, excessive noise or unsanitary condition / 5511(c)(1) CRUELTY TO ANIMALS",1005,9,2,-79.93992302,40.47561421
"8716",2993304,18077369,14,"2018-04-26T16:23:00","6800 Block Kelly ST Pittsburgh, PA 15208","N","Homewood West","5","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1207,9,2,-79.90617727,40.45746008
"8717",3084156,19107213,7,"2019-06-03T12:00:00","2100 Block White Hill DR Pittsburgh, PA 15219","N","Bedford Dwellings","2","MTR VEH THEFT (AUTO)","3921(a) Theft by Unlawful Taking or Disposition - Movable item",509,NA,NA,0,0
"8718",2930243,17142122,21,"2017-07-29T02:02:00","Allegheny River BL & Nadine ST Pittsburgh, PA 15147","Y","Bluff","5","DRIVING UNDER INFLUENCE","1543 Driving While Operating Privilege is Suspended or Revoked. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",103,NA,NA,-79.8761921965358,40.4815144382576
"8719",2942850,17178563,99,"2017-09-17T02:12:00","Liberty AV & Baum BL Pittsburgh, PA 15224","N","Bloomfield","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",804,7,2,-79.9396398735936,40.4566270078538
"8720",2850136,16144961,99,"2016-08-04T17:37:00","Highland Park BRDG & Highland Park Brg RAMP Pittsburgh, PA 15206","N","Highland Park","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",1106,NA,NA,0,0
"8721",2945345,17185770,99,"2017-09-27T01:45:00","Ewart DR & Iowa ST Pittsburgh, PA 15219","Y","Upper Hill","2",NA,"9501 Bench Warrant",506,6,3,-79.9589007503818,40.4486085374989
"8722",2999866,18100861,3,"2018-05-28T23:02:00","Penn AV & 37th ST Pittsburgh, PA 15201","N","Lower Lawrenceville","2","ROBBERY/HIGHWAY/GUN","3701 Robbery.",603,7,2,-79.96253163,40.464425
"8723",2941334,17170487,4,"2017-09-05T18:24:00","7200 Block Monticello ST Pittsburgh, PA 15208","N","Homewood North","5","AGG ASSAULT/OTHER/INJURY","2702 Aggravated Assault. / 3921 Theft by Unlawful Taking or Disposition.",1302,9,2,-79.895393548758,40.4592870631057
"8724",3067240,19056010,11,"2019-03-26T00:01:00","700 Block Linda DR Pittsburgh, PA 15226","N","Brookline","6","IDENTITY THEFT","4120 Identity Theft",1917,4,5,-80.0119383990537,40.408592301945
"8725",3057854,19023314,6,"2019-01-18T17:00:00","800 Block Ridge AV Pittsburgh, PA 15212","N","Allegheny West","1","THEFT FROM BUILDING","3921(a) Theft by Unlawful Taking or Disposition - Movable item",2201,1,1,-80.0134560724771,40.4506042105837
"8726",2107257,5119106,99,"2005-06-28T11:30:00","1000 Block FISHER ST PITTSBURGH, PA ","N","St. Clair","3",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1606,3,4,-79.97376559,40.41089571
"8727",2808550,16019171,14,"2016-02-01T10:00:00","1800 Block Liverpool ST Pittsburgh, PA 15233","N","Chateau","1","CRIM MISCHIEF (GRAFFITI)","3304 Criminal Mischief.",2108,6,1,-80.0329559,40.45384763
"8728",3098817,19160106,99,"2019-08-12T17:46:00","2100 Block Brownsville RD Pittsburgh, PA 15210","Y","Carrick","3",NA,"9497 Aided Case",2902,4,3,-79.9865235535491,40.3931998334253
"8729",3057369,19021025,99,"2019-02-02T05:54:00","3800 Block Brighton RD Pittsburgh, PA 15212","N","Brighton Heights","1",NA,"9496 Dead on Arrival (DOA)",2701,1,1,-80.0356961105039,40.484558043147
"8730",2861733,16181642,99,"2016-09-24T15:32:00","3400 Block Blvd Of The Allies Pittsburgh, PA 15213","N","Central Oakland","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",405,3,3,-79.95815394,40.43584868
"8731",3067144,19051239,99,"2019-03-18T21:25:00","400 Block Maytide ST Pittsburgh, PA 15210","Y","Carrick","3",NA,"9496 Dead on Arrival (DOA)",2904,4,3,-79.987191759415,40.3845864819583
"8732",2997193,18090296,99,"2018-05-14T07:15:00","40 Block Gist ST Pittsburgh, PA 15219","N","Bluff","2",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",103,6,3,-79.97973916,40.43627881
"8733",2868540,16205602,5,"2016-10-31T16:25:00","3100 Block Perrysville AV Pittsburgh, PA 15214","N","Perry North","1","BURGLARY/FORCE ENT/RES","3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.",2607,1,1,-80.01196047,40.47753752
"8734",2923054,17111148,99,"2017-06-12T16:30:00","6900 Block Frankstown AV Pittsburgh, PA 15208","N","Homewood West","5",NA,"2701 Simple Assault. / 4304(a)(1) Endangering Welfare of Children.",1207,9,2,-79.904251416277,40.4580393628522
"8735",3018738,18156405,99,"2018-08-14T17:02:00","3800 Block Brighton RD Pittsburgh, PA 15212","Y","Brighton Heights","1",NA,"9497 Aided Case",2701,NA,NA,0,0
"8736",2998041,18087209,24,"2018-05-10T11:39:00","6600 Block Wilkins AV Pittsburgh, PA 15217","Y","Point Breeze","4","HARRASSMENT BY COMUN/ADDRESS","2709(a) Harassment.",1404,8,3,-79.91543871,40.4449172
"8737",2884445,17003396,18,"2017-01-04T07:50:00","2400 Block SHADY AV PITTSBURGH, PA 15217","Y","Squirrel Hill South","4","MARIJUANA-POSSESS","13(a)(31) Marijuana: Possession Small Amount",1408,5,3,-79.9206335695884,40.4300280919676
"8738",3038023,18217079,14,"2018-11-02T03:00:00","700 Block North Point DR Pittsburgh, PA 15233","N","Chateau","1","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",2108,6,1,-80.02690486,40.44954514
"8739",2128321,5204563,13,"2005-10-14T22:49:00","ALLENDORF ST & FAIRDALE ST PITTSBURGH, PA ","Y","South Side Flats","3","RECEIVING STOLEN PROPERTY","3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 1501 Drivers Required to be Licensed. / 3733 Fleeing or Attempting to Elude Police Officer",2013,2,5,-80.06400105,40.45375248
"8740",2877347,16224583,99,"2016-11-28T21:00:00","900 Block Greenfield AV Pittsburgh, PA 15217","N","Greenfield","4",NA,"9504 Lost Property",1517,5,3,-79.93337976,40.42415384
"8741",2929113,17136735,5,"2017-07-06T14:30:00","1800 Block Arlington AV Pittsburgh, PA 15210","N","South Side Slopes","3","BURGLARY/NO FORCE/RES","3502 Burglary.",1706,NA,NA,-79.9825642228216,40.4175066928767
"8742",2881152,16236344,11,"2016-11-22T23:00:00","800 Block E Warrington AV Pittsburgh, PA 15210","N","Allentown","3","BAD CHECKS","3922 Theft by Deception. / 4105(a)(1) Bad Checks",1803,3,4,-79.99357756,40.42153188
"8743",3070805,19066856,99,"2019-04-11T15:00:00","Churchland ST & Lincoln AV Pittsburgh, PA 15206","Y","Lincoln-Lemington-Belmar","5",NA,"9017 Found Drugs",1201,9,2,-79.8945784134678,40.4697268180316
"8744",2882022,16240274,14,"2016-12-27T19:24:00","2100 Block Pauline AV Pittsburgh, PA 15216","N","Beechview","6","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",1920,4,5,-80.02611668,40.4051254
"8745",3086870,19120887,99,"2019-06-20T23:15:00","300 Block S Main ST Pittsburgh, PA 15220","N","West End","6",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",2019,7,2,-79.9579476679689,40.4673830136992
"8746",3063618,19041782,16,"2019-03-04T15:56:00","600 Block Commonwealth PL Pittsburgh, PA 15222","Y","Central Lawrenceville","2","PROSTITUTION RELATED OFFENSES","902 Criminal Solicitation. / 907 Possessing Instruments of Crime. / 5902(e) Patronizing a Prostitute",901,6,6,-80.0064088164826,40.4417408925392
"8747",2088835,5039472,99,"2005-03-14T17:55:00","N CRAIG ST & CENTRE AV PITTSBURGH, PA ","Y","North Oakland","5",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",507,8,3,-79.95201778,40.45188388
"8748",2949405,17193754,10,"2017-10-07T20:35:00","1800 Block Brownsville RD Pittsburgh, PA 15210","Y","Carrick","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709(a) Harassment.",2901,4,4,-79.9881756213681,40.3971235319391
"8749",3057685,19022301,10,"2019-02-04T09:04:00","700 Block 2nd AV Pittsburgh, PA 15219","Y","Bluff","2","HARRASSMENT/THREAT/ATTEMPT/PHY","5503 Disorderly Conduct. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",103,6,6,-79.9944009957316,40.4352761505558
"8750",2092258,5052648,21,"2005-04-03T05:28:00","5TH AV & S NEGLEY AV PITTSBURGH, PA ","Y","Shadyside","4","DRIVING UNDER INFLUENCE","5506 Loitering and Prowling at Night / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3743 Accidents Involving Damage to Attended Veh. or Property / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",706,8,3,-79.92964626,40.44982707
"8751",3017617,18146849,3,"2018-08-01T05:00:00","E North AV & Boyle ST Pittsburgh, PA 15212","Y","Allegheny Center","1","ROBBERY/CARJACK/GUN","901 Criminal Attempt / 3701 Robbery.",2204,1,1,-80.00571141,40.45563223
"8752",2809435,16017502,10,"2016-01-29T18:05:00","600 Block Wood ST Pittsburgh, PA 15222","Y","Golden Triangle/Civic Arena","2","SIMPLE ASSAULT/INJURY","2701 Simple Assault.",201,6,6,-79.99942351,40.44209205
"8753",3031473,18199017,14,"2018-10-08T10:30:00","7100 Block Upland ST Pittsburgh, PA 15208","N","Homewood North","5","CRIMINAL MISCHIEF","3304 Criminal Mischief.",1302,9,2,-79.89738699,40.46261734
"8754",2918929,17105834,6,"2017-06-09T09:30:00","3200 Block Josephine ST Pittsburgh, PA 15203","N","South Side Slopes","3","THEFT FROM AUTO","3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",1608,3,4,-79.9641592462801,40.4200296054485
"8755",2838159,16105958,5,"2016-06-08T14:30:00","100 Block 43 1/2 ST Pittsburgh, PA 15201","N","Central Lawrenceville","2","BURGLARY/FORCE ENT/RES","3502 Burglary.",901,NA,NA,0,0
"8756",2852108,16152932,10,"2016-08-16T02:27:00","7400 Block Frankstown AV Pittsburgh, PA 15208","Y","Homewood North","5","RESIST ARREST/OTHER LAW ENFORC","5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession",1302,9,2,-79.8918662,40.45632743
"8757",2900829,17048760,99,"2017-03-18T14:12:00","800 Block E Warrington AV Pittsburgh, PA 15210","Y","Allentown","3",NA,"9489 Found Property",1803,3,4,-79.9935775641661,40.4215318771896
"8758",2842945,16122293,99,"2016-07-01T19:28:00","7400 Block Delmar WY Swissvale, PA 15218","Y","Outside City","OSC",NA,"9094 Recovered Stolen Vehicle (OUTSIDE CITY)",5599,NA,NA,-79.88801935,40.42341125
"8759",2833825,16094467,6,"2016-05-23T06:45:00","300 Block Bailey AV Pittsburgh, PA 15211","N","Mount Washington","3","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1807,3,4,-80.00244888,40.42675878
"8760",2959437,17228977,99,"2017-11-27T17:30:00","800 Block E Warrington AV Pittsburgh, PA 15210","Y","Allentown","3",NA,"9999 Miscellaneous Report (No Crime)",1803,3,4,-79.9935775641661,40.4215318771896
"8761",2850001,16144408,10,"2016-08-03T21:30:00","Friendship AV & S.Graham ST Pittsburgh, PA 15206","N","Bloomfield","5","RECKLESSLY ENDANGER ANOTH PER","2705 Recklessy Endangering Another Person.",806,7,2,-79.93630156,40.46176243
"8762",2088569,5038784,3,"2005-03-13T04:10:00","6500 Block HAMILTON AV PITTSBURGH, PA ","Y","Homewood West","5","ROBBERY COMMERCIAL OTHER","2702 Aggravated Assault. / 3701 Robbery.",1207,9,2,-79.91426243,40.45898447
"8763",2138863,5243942,99,"2005-12-12T20:30:00","PENN AV & BUTLER PITTSBURGH, PA ","N","Lower Lawrenceville","2",NA,"3743 Accidents Involving Damage to Attended Veh. or Property",603,7,2,-79.96721382,40.46267356
"8764",2983110,18046352,99,"2018-03-12T10:29:00","Lytle ST & Courtland ST Pittsburgh, PA 15207","Y","Hazelwood","4",NA,"9497 Aided Case",1501,5,3,-79.94497555,40.40516608
"8765",2882152,16241495,11,"2016-12-29T21:51:00","800 Block Saw Mill Run BL Pittsburgh, PA 15226","N","Bon Air","3","THEFT OF SERVICES","3926(a)(4) Theft of services; ACQUISITION OF SERVICES - refusal to pay or offer to pay for a service (hotels and restaurants)",1806,4,4,-79.99594093,40.38189722
"8766",2915006,17091270,6,"2017-05-19T07:15:00","1300 Block Vixen ST Pittsburgh, PA 15220","N","Elliott","6","THEFT FROM AUTO","3934 Theft from Vehicle",2020,2,5,-80.0425363249738,40.4497577386544
"8767",2995594,18082154,14,"2018-05-03T10:20:00","500 Block Zulema ST Pittsburgh, PA 15213","N","Central Oakland","4","CRIMINAL MISCHIEF (AUTO)","3304 Criminal Mischief.",406,3,3,-79.95615661,40.43589353
"8768",3077901,19090790,6,"2019-05-13T09:45:00","7100 Block Highland DR Pittsburgh, PA 15206","N","Lincoln-Lemington-Belmar","5","THEFT/ALL OTHERS","3921 Theft by Unlawful Taking or Disposition.",1201,9,2,-79.9006100851944,40.4786638315851
"8769",3011846,18136971,6,"2018-07-18T18:15:00","2000 Block Spring Garden AV Pittsburgh, PA 15212","Y","Spring Garden","1","RETAIL THEFT (SHOPLIFTING)","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2412,1,1,-79.98571124,40.46939746
"8770",3018097,18154517,18,"2018-08-11T21:05:00","6200 Block Broad ST Pittsburgh, PA 15206","Y","East Liberty","5","MARIJUANA-POSSESS","4304(a)(1) Endangering Welfare of Children. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(31) Marijuana: Possession Small Amount / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%",1115,9,2,-79.92204316,40.46166669
"8771",2995593,18082149,6,"2018-05-03T09:30:00","500 Block Larimer AV Pittsburgh, PA 15206","N","Larimer","5","MTR THFT (TRUCK AND BUS)-PLATE O","3934 Theft from Vehicle",1204,9,2,-79.91445677,40.46522973
"8772",2858915,16174544,14,"2016-09-01T12:00:00","3200 Block Penn AV Pittsburgh, PA 15201","N","Strip District","2","CRIM MISCHIEF (GRAFFITI)","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",203,7,6,-79.96965032,40.46068548
"8773",2093266,5058347,10,"2005-04-10T17:30:00","100 Block WYNOKA ST PITTSBURGH, PA ","Y","Carrick","3","HARRASSMENT/THREAT/ATTEMPT/PHY","2709 Harassment (Non-Specific)",2902,4,4,-79.9891383,40.40530274
"8774",2904944,17060019,10,"2017-04-03T20:12:00","5000 Block Lytle ST Pittsburgh, PA 15207","Y","Hazelwood","4","HARRASSMENT/THREAT/ATTEMPT/PHY","3745 Accidents Involving Damage to Unattended Veh.or Prop. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1501,5,3,-79.9462872736633,40.4078801413938
"8775",3094156,19144960,99,"2019-07-23T09:40:00","5700 Block Holden ST Pittsburgh, PA 15232","Y","Shadyside","4",NA,"9504 Lost Property",705,NA,NA,0,0
"8776",2857130,16166542,22,"2016-09-04T01:53:00","S Bouquet ST & Forbes AV Pittsburgh, PA 15213","Y","Central Oakland","4","PUR/CON/POS/TRAN-INTOX BEVERAG","5505 Public Drunkenness / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",405,3,3,-79.9564383,40.44194883
"8777",3035181,18209655,99,"2018-10-22T18:30:00","400 Block Norton ST Pittsburgh, PA 15211","Y","Mount Washington","3",NA,"9999 Miscellaneous Report (No Crime)",1914,NA,NA,0,0
"8778",2875651,16222165,18,"2016-11-27T08:52:00","4000 Block Butler ST Pittsburgh, PA 15201","Y","Central Lawrenceville","2","MARIJUANA-POSSESS","13(a)(16) Possession of Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 3503(b)(1)(i) Actual Communication",901,7,2,-79.96167739,40.46869308
"8779",3005695,18120476,26,"2018-06-24T01:28:00","2400 Block Lindell ST Pittsburgh, PA 15212","N","Spring Garden","1","CRUELTY TO ANIMALS","5532(a)(1) Neglect of Animals - Neglect of Animals, Sustenance/Water, Bodily Injury / 5532(a)(2) Neglect of Animals - Neglect of Animals, Shelter/Protection, Bodily Injury",2412,1,1,-79.98744664,40.47200847
"8780",2117220,5161298,10,"2005-08-19T02:35:00","0 Block STATION SQ DR PITTSBURGH, PA ","N","South Side Flats","3","SIMPLE ASSAULT/NO INJURY","2701 Simple Assault.",1702,NA,NA,0,0
"8781",2092391,5054056,24,"2005-04-05T13:20:00","200 Block CHISLETT ST PITTSBURGH, PA ","Y","Golden Triangle/Civic Arena","5","HARRASSMENT BY COMUN/ADDRESS","2709 Harassment (Non-Specific)",1101,9,2,-79.93002275,40.46969107
"8782",2836765,16101236,4,"2016-06-01T19:15:00","8100 Block Conemaugh ST Pittsburgh, PA 15221","Y","East Hills","5","AGG ASSAULT/KNIFE/NO INJURY","2701 Simple Assault. / 2706 Terroristic Threats.",1306,9,2,-79.88305013,40.4547744
"8783",2080309,5009427,99,"2005-01-17T19:00:00","4700 Block 5TH AV PITTSBURGH, PA ","N","Squirrel Hill North","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1401,8,3,-79.94674497,40.4468628
"8784",2920047,17104905,99,"2017-06-08T02:48:00","1200 Block Nolan CT Pittsburgh, PA 15221","Y","Homewood North","5",NA,"9012 Non-Violent Domestic",1301,9,2,-79.8868929051582,40.4594310387638
"8785",2853511,16129360,11,"2016-07-12T00:01:00","4100 Block Delevan ST Pittsburgh, PA 15217","N","Greenfield","4","IDENTITY THEFT","4120 Identity Theft",1517,5,3,-79.93255096,40.42238987
"8786",3021575,18165236,99,"2018-08-26T03:26:00","90 Block S 22nd ST Pittsburgh, PA 15203","Y","South Side Flats","3",NA,"9497 Aided Case",1609,3,3,-79.97465548,40.42839404
"8787",2843224,16124470,99,"2016-07-04T22:15:00","Commonwealth AV & Fort Pitt BL Pittsburgh, PA 15219","Y","Golden Triangle/Civic Arena","2",NA,"9489 Found Property",201,6,6,-80.00742897,40.43919803
"8788",2935450,17156775,99,"2017-08-15T13:00:00","200 Block N Lexington ST Pittsburgh, PA 15208","N","Point Breeze North","4",NA,"3745 Accidents Involving Damage to Unattended Veh.or Prop.",1405,9,2,-79.8978743359103,40.4499541436158
"8789",2944638,17186822,14,"2017-09-28T09:00:00","Kirkpatrick ST & Centre AV Pittsburgh, PA 15219","N","Middle Hill","2","CRIMINAL MISCHIEF (AUTO)","3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",501,6,3,-79.9762355686827,40.4453062622741
"8790",3050856,19001662,5,"2019-01-01T08:00:00","200 Block Lelia ST Pittsburgh, PA 15211","N","Mount Washington","3","BURGLARY/FORCE ENT/RES","3502 Burglary.",1915,2,5,-80.0102731357711,40.4218733133314
"8791",3016809,18149852,6,"2018-08-05T07:53:00","1100 Block High ST Pittsburgh, PA 15212","N","Spring Garden","1","THEFT FROM AUTO","901 Criminal Attempt / 3304 Criminal Mischief. / 3921 Theft by Unlawful Taking or Disposition. / 3934 Theft from Vehicle",2412,NA,NA,0,0
